,xp,numberOfQuests,address,proportion,amount
87,5100,40,0x765a16ca391A6b9249cfA65bf2D14C38722198e3,0.0024072103028600963,48.14420605720193
88,5060,50,0xFF8dEFAfa405c3d143fc69aBD1CDD619b97B37c5,0.0023883302220533502,47.766604441067
89,5050,39,0x89d241886F9aC187894963581151c7d89d8A6e1b,0.002383610201851664,47.672204037033275
90,5040,56,0x34CbEaB985c279f201D768Ea6fcCa010e036a985,0.0023788901816499774,47.57780363299955
91,5010,48,0xB3196054293f4Ccb24CcA3d5e1F0cdf91f5F3783,0.0023647301210449182,47.294602420898364
92,4960,44,0x6EdE5522B1C7773E2E5482E52a6bF75ff3B70597,0.002341130020036486,46.82260040072972
93,4950,41,0x64773C52D81a55d8791E97E00215acE117495FE3,0.0023364099998347994,46.728199996695984
94,4945,90,0xa731b650f9A7D3C90497F099A26924702dA41402,0.002334049989733956,46.680999794679124
95,4935,89,0x35cF2E09085dBB6C832D4578F48D816F32DE8094,0.0023293299695322698,46.5865993906454
96,4920,43,0x6C1AF107a2FCB161799DCD174D7a4246D148e617,0.0023222499392297397,46.444998784594794
97,4910,50,0x99D265113A14A9D79f42608Dd444371258aD25ee,0.0023175299190280533,46.35059838056107
98,4910,49,0x68ad201a5A69feb4FB2f16aFCBe473c5F335Ba20,0.0023175299190280533,46.35059838056107
99,4910,44,0x699a4ef4532B3adFdF41941872b5Ed5a27d0d7AF,0.0023175299190280533,46.35059838056107
100,4895,90,0x21B774F32ac526CEAA816041211C25dB86eED7D0,0.0023104498887255237,46.20899777451047
101,4870,49,0x808D2b2eEC9bA3f635C20d326499c1a5Fc420669,0.0022986498382213077,45.972996764426156
102,4860,48,0xD19d77Cb5446C7A059Da98E7871702d9Cf891341,0.0022939298180196213,45.87859636039243
103,4860,43,0x000a4311A2B5A3917a747080a812128d945BF422,0.0022939298180196213,45.87859636039243
104,4860,44,0x881Af48a9878Ae8C4FABc8eC4DA1D96b181F59B0,0.0022939298180196213,45.87859636039243
105,4835,88,0x750528e11122d6Ba1dBc04342524CD911D6F9623,0.002282129767515405,45.6425953503081
106,4835,88,0x025c64EFE5C55CC6bCEC425dB060E84539557E7D,0.002282129767515405,45.6425953503081
107,4810,87,0x7A4aa534CB87b3FF77fdc4A66885272fd83C4C8b,0.002270329717011189,45.406594340223776
108,4785,87,0x333Fc216427B96E7e5C7fd57ef4CFe14466c9267,0.0022585296665069724,45.17059333013945
109,4780,50,0xce5Ec3f3205157b658E700313A77b8D14Cb4644D,0.0022561696564061292,45.123393128122586
110,4765,57,0x8c0c7d95621b5f9c368e673d53015254b66645f7,0.0022490896261035996,44.98179252207199
111,4750,42,0xbC1C4ae2cA278c48Fd54e9C5C47E728E0ff7f480,0.00224200959580107,44.8401919160214
112,4750,38,0xf1dD94872A95D5b9D9b16612eBACfe745d5Dc0Ff,0.00224200959580107,44.8401919160214
113,4690,51,0x3b3f389d556acf95b011a09a0c3fd970589f039e,0.002213689474590951,44.273789491819024
114,4670,48,0xC805CE06589f6aAF336906F14e70aF4e54C19FC6,0.0022042494341875784,44.08498868375157
115,4660,46,0x086A8184c9FbfB66D1eDf2406a5d20576911f5Fe,0.002199529413985892,43.99058827971784
116,4660,48,0xB57115CDcCB3A2B5C19F69D4dca7858280C343e1,0.002199529413985892,43.99058827971784
117,4650,34,0x22b908c2FeA7a1e6043FfcDBc77D660D4D326961,0.0021948093937842056,43.89618787568411
118,4610,47,0xa04f3f148c3d803c03378fbaCb2A51B1571cD342,0.0021759293129774595,43.51858625954919
119,4570,45,0x66360799219e14A03294f51788f181D03B98ad93,0.0021570492321707135,43.14098464341427
120,4560,40,0xa9947dba816eFe4E05D615213B4ce5c95e7856A9,0.002152329211969027,43.04658423938054
121,4550,33,0xC56Bc1a93909508B0f6e57A32A5C2cC8B4940C08,0.0021476091917673407,42.952183835346815
122,4520,37,0xa33f12C8566D896B500860d202D3d30fB0053779,0.0021334491311622815,42.66898262324563
123,4520,39,0x16B266541ab166aF31693E19BEa524DaBfA0bC60,0.0021334491311622815,42.66898262324563
124,4510,47,0x98338bc546c38b1b401d1DF50077aCcfA787250C,0.002128729110960595,42.574582219211905
125,4510,37,0x82329640884872b5BF3FE2C0E99E5D6aBE953206,0.002128729110960595,42.574582219211905
126,4500,22,0xdDd0953A80e15C8B45552CA1AF4C6bb789777777,0.0021240090907589083,42.48018181517816
127,4500,22,0x666745d348F0b8fDB6ccF46d82Dd54fB2E033333,0.0021240090907589083,42.48018181517816
128,4500,22,0x999cc4Ef96b3BE817860Eb2829495ea7acBBbbBb,0.0021240090907589083,42.48018181517816
129,4500,22,0x55523520E1bf89BD97fA3E136Dd497b340888888,0.0021240090907589083,42.48018181517816
130,4500,22,0x22237cd6E45Bef845775840F41c018441B000000,0.0021240090907589083,42.48018181517816
131,4500,22,0x6664881C5cc50646f5cFE4447Ef4d5827a888888,0.0021240090907589083,42.48018181517816
132,4500,22,0x000f50e79475Cf08048435b6dAdb549a71777777,0.0021240090907589083,42.48018181517816
133,4500,22,0x333Ee762076551518ac0b17eBb07632446222222,0.0021240090907589083,42.48018181517816
134,4500,22,0x888D0eBc7177241439A5F8c676c8982A61111111,0.0021240090907589083,42.48018181517816
135,4500,22,0xFffCC119D77503bE6918157C9A9814fEE1000000,0.0021240090907589083,42.48018181517816
136,4500,22,0x7778512070d52819E4aa29D3B3330F65C4888888,0.0021240090907589083,42.48018181517816
137,4500,22,0xdDD1160c89eF92B269223BdC5C33cD8eDDcccCcC,0.0021240090907589083,42.48018181517816
138,4500,22,0x333033240962678c043af0780Fa3eAc44D666666,0.0021240090907589083,42.48018181517816
139,4500,22,0x000FCd479DDd18A0Dd2F3783Ced3516CbB444444,0.0021240090907589083,42.48018181517816
140,4500,22,0x111069EF0BCbEe693b8C36E64512eA999F333333,0.0021240090907589083,42.48018181517816
141,4500,22,0xffF9D646917ba8370f997e277f6EB00C49444444,0.0021240090907589083,42.48018181517816
142,4500,22,0x99970D52355d7e1c829706b92eF459DBA9333333,0.0021240090907589083,42.48018181517816
143,4500,22,0x444C4094635A765d65428275D6eD022996222222,0.0021240090907589083,42.48018181517816
144,4500,22,0xdDDB3BD2596b44200598923021Ba47a53daaAAAa,0.0021240090907589083,42.48018181517816
145,4500,22,0x7776ba2adEE8fa1FB15aadc09dc5C628e6999999,0.0021240090907589083,42.48018181517816
146,4500,22,0x777fF344eD7e70cfbDBF29A85AFaf555B0999999,0.0021240090907589083,42.48018181517816
147,4500,22,0xaaa3740913597FAD6128118c1416b1FfAeffffff,0.0021240090907589083,42.48018181517816
148,4500,22,0x888d08A60678321a41E54C20fC0e9d5acdeEEeEe,0.0021240090907589083,42.48018181517816
149,4500,22,0x999b8eA26e221b832D0F5D7F78ebf0501eddDdDD,0.0021240090907589083,42.48018181517816
150,4500,22,0x000986993080D1D8EB0E046BDFbBe3e688eeeEEe,0.0021240090907589083,42.48018181517816
151,4500,22,0x333A0dE515c88b530B87B86634bEA22Fe0fFffFf,0.0021240090907589083,42.48018181517816
152,4500,22,0x4446A484dd21fFabea865494557D493F91eeEEeE,0.0021240090907589083,42.48018181517816
153,4500,22,0x000fae09C095AB9E139b492F25Ca59E96EDDdDDD,0.0021240090907589083,42.48018181517816
154,4500,22,0x1115B51a752B76b649910682B26E16cb57AAaaAA,0.0021240090907589083,42.48018181517816
155,4500,22,0x000293cC47715133b72A66e0679C98ECe2BbBBbB,0.0021240090907589083,42.48018181517816
156,4500,22,0xBBb33c7a8bf5A6ddBB035146967dfeE268cccccc,0.0021240090907589083,42.48018181517816
157,4480,47,0xe3D44b0Be18F0a0d703Fdb07Ece2309ed2c698b4,0.0021145690503555355,42.29138100711071
158,4480,55,0x181A81e54Da038370A88B95F5b6E352C27C5bDac,0.0021145690503555355,42.29138100711071
159,4470,47,0x5477d4639E998Ddda7E97F44aD159f4b7f1E3fc7,0.002109849030153849,42.19698060307698
160,4470,48,0xca0693051BAd733BC7cABF01D6ECdc6eF1d36fcB,0.002109849030153849,42.19698060307698
161,4470,41,0x49218a367a0346F6C3Ca4001cE5Ea31e1867448e,0.002109849030153849,42.19698060307698
162,4450,41,0x55845Ba568A83707A5CFBEe80271572801AC9Ab0,0.0021004089897504762,42.008179795009525
163,4450,21,0xEEe53913794E2Ad73b0752a5c627288f6A111111,0.0021004089897504762,42.008179795009525
164,4450,21,0x555091082263325aFb58690ed31F73416dFFFfFf,0.0021004089897504762,42.008179795009525
165,4420,44,0xFc5Feb5fB35946f33C6E559E025f44d427127e8C,0.0020862489291454166,41.724978582908335
166,4420,49,0x93ADf181c0D477568aa8c18014cED7fE5074b561,0.0020862489291454166,41.724978582908335
167,4410,44,0x53f792e5442E7454BFc2c01Ac8A62976B4d35EbD,0.00208152890894373,41.63057817887461
168,4410,40,0xe8272d809325871745750a7225bf85671568f078,0.00208152890894373,41.63057817887461
169,4370,52,0xb3AbF83EFCE1B48Ed63AAA534865D2005e05097B,0.0020626488281369846,41.25297656273969
170,4350,49,0xdc3b17b7787feab3e68e187f9d1abe4c2f0c3d8d,0.0020532087877336114,41.06417575467223
171,4350,33,0x989F9e2278f258D6639F02E92c257102c8C3197B,0.0020532087877336114,41.06417575467223
172,4350,31,0xd5dBb9e213545a4d8248d671BfCf6E5fa6E72fAF,0.0020532087877336114,41.06417575467223
173,4350,31,0xA0eDfC6adb23f6abBa4F1813dB3f3bE22e94BF5E,0.0020532087877336114,41.06417575467223
174,4350,31,0x129B618FB15B0DF08dAAC64A393482B7C25Fe1B9,0.0020532087877336114,41.06417575467223
175,4310,44,0xA4DBa4Fa4F3E39066Af03850C564e63cDCE8D1e7,0.0020343287069268657,40.68657413853732
176,4310,46,0xd082d32f4a0e28192f6170aA83dCB6c201654B11,0.0020343287069268657,40.68657413853732
177,4310,45,0x249DA53668627652b4f095D225686f2258A89171,0.0020343287069268657,40.68657413853732
178,4310,35,0x2Cf6165960e9C3649a729dC9DB800fDf9f22cb5D,0.0020343287069268657,40.68657413853732
179,4305,83,0xE5f5e7Ee2EAb5F54bf7b70cdD3Ef899c3E585C81,0.0020319686968260225,40.63937393652045
180,4270,42,0x8a792067b5F1c74B16e934037460054Ade0EE2AB,0.0020154486261201197,40.30897252240239
181,4260,45,0x3d5282bc653b69a04955daB5c79360E8286156cA,0.0020107286059184333,40.214572118368665
182,4260,41,0x90155b0b1ae36ec2ade7989d570caeb244aafe27,0.0020107286059184333,40.214572118368665
183,4260,42,0xE312264979a3d0fA99288B7641205Ac7b0E5d8A5,0.0020107286059184333,40.214572118368665
184,4260,39,0x03d5C5f93b297ce047E1E9db2C89F1f56443a80e,0.0020107286059184333,40.214572118368665
185,4250,36,0x0075edc87C28DB85B1fC56eaD420733968576276,0.002006008585716747,40.12017171433494
186,4250,32,0x3d57DB565fF1C4AE5AEfF308Ba841D07EB75D880,0.002006008585716747,40.12017171433494
187,4240,48,0xb8e1397c908c7021e69f2494f6dca033fe671dad,0.0020012885655150605,40.02577131030121
188,4215,80,0x04584a5DEFCcAaE4b58EEA19D3aA640e18BC89F5,0.001989488515010844,39.78977030021688
189,4210,41,0x15c4f1c545b409423ac11051ab11d23c2f01c99c,0.001987128504910001,39.74257009820002
190,4210,42,0x7D770A9D199acB867D6d0bfAAf8BD86eB4a5433d,0.001987128504910001,39.74257009820002
191,4200,39,0xFC5cf3Cc26F8D29c1478a799643b1A9352877BFf,0.0019824084847083145,39.64816969416629
192,4160,39,0x7C215243570F737FdbcEEBD456f72375BD7b3eee,0.001963528403901569,39.270568078031374
193,4150,34,0x16C0fC6712074A2b263241fFf24Edf200097E092,0.0019588083836998824,39.17616767399765
194,4150,36,0x78892a2E56319aE2e0971EAE96eBB24fE23eaA18,0.0019588083836998824,39.17616767399765
195,4110,43,0x91E0C9cdDff46b6933F6BD94fE8df964b847C641,0.0019399283028931364,38.79856605786273
196,4110,41,0x9591B078D68F766eF5D1A7023190fC712675Bd33,0.0019399283028931364,38.79856605786273
197,4100,21,0x555702d4419EAD372b75205E23A6D7Ac98666666,0.00193520828269145,38.704165653829
198,4100,21,0x3337848934C7dADC483D68E4599F5C4e53555555,0.00193520828269145,38.704165653829
199,4060,42,0x6BBddCBce0656e7422A965B780d2f112578dbD0c,0.001916328201884704,38.32656403769408
200,4060,38,0x83DC4E830f658Cd4927c64a68fb7A024e31610dD,0.001916328201884704,38.32656403769408
201,4050,31,0xf98891ec45e6a6e94a8795257cad9f785bc6704e,0.0019116081816830176,38.23216363366035
202,4050,29,0xF334c237a80604e9baF60A44Cbd2c468bE4DA99D,0.0019116081816830176,38.23216363366035
203,4050,30,0x4fc53cdfb93fa69058529aa2caa174581e7fb541,0.0019116081816830176,38.23216363366035
204,4040,48,0xfdf3B3B1cfE5f4967DabA1719693d589Ba790c1c,0.0019068881614813312,38.13776322962662
205,4020,42,0x2164d6b2ef215a4f46912bdd18f27a25041ebe29,0.0018974481210779581,37.948962421559166
206,4010,35,0x37cf6a8a0c8b469c3556b998a1d761b4a04e6ddd,0.0018927281008762717,37.85456201752543
207,4010,38,0x8FC4c1492F10A9310dCD94c2E9a2cb68A3dB7cdC,0.0018927281008762717,37.85456201752543
208,4010,41,0xe5004A0487D48a7c1Da7960641a1097CDFB37Bf1,0.0018927281008762717,37.85456201752543
209,4010,35,0x0Dc2af2aC013d4082384c3403E4df53146623639,0.0018927281008762717,37.85456201752543
210,4000,37,0x7f2B21C5D2783b9A538C9F7314C60AdEe9249054,0.0018880080806745853,37.760161613491704
211,3970,42,0x1Bf67aA5913aF8057399CbDe075abafE2408b67B,0.001873848020069526,37.47696040139052
212,3950,27,0xc4c3c2c5c6bab86ebcb77e6b5795c638bf150f54,0.0018644079796661529,37.28815959332306
213,3920,33,0x2145c63b91bDb6B1ddB183C9e53E8BcF183dA1AF,0.0018502479190610937,37.004958381221876
214,3910,39,0xd748123e395Ab14aaa7E294B0F441212fF9BcD02,0.001845527898859407,36.91055797718814
215,3900,36,0x0864C1f065fF5564F4649A58A516c7f7C20Bc369,0.0018408078786577207,36.81615757315441
216,3860,42,0x8e0e3d4a18aa44904ebda87c5b42545d1cec2e5f,0.0018219277978509748,36.438555957019496
217,3860,38,0x475937600247cAA661Cf4530c628d7cBdBED85b1,0.0018219277978509748,36.438555957019496
218,3850,32,0xA2EC9f331dE36c75ac6B5780A3342fe269A049Fe,0.0018172077776492884,36.34415555298577
219,3850,33,0x969785b0f5E2d553c3b98d68C804a761aA738957,0.0018172077776492884,36.34415555298577
220,3850,22,0x666d06c36B2196A408D63Cf1d2CA724668ddDdDD,0.0018172077776492884,36.34415555298577
221,3810,38,0x83e4C71f591c4Db12Ed2Ecb014d77c2cAd39e560,0.0017983276968425424,35.96655393685085
222,3810,38,0x447a156474DAA666A3BBbd9F1F3b17bA851c909F,0.0017983276968425424,35.96655393685085
223,3770,40,0xdf1A57Ca8D9b03E15808AE615B48c8b9B38289cf,0.0017794476160357966,35.58895232071593
224,3770,40,0xEA70F4CA1aa82862CaF7Cc6DCD62D04bEA18E481,0.0017794476160357966,35.58895232071593
225,3770,40,0xB4b38fbB72bcB2686202a9746C19521c24f0F35d,0.0017794476160357966,35.58895232071593
226,3760,33,0x2eb9916B9c6b7ac84912FFaBd3D165DC0Ba4b788,0.0017747275958341102,35.494551916682205
227,3760,39,0x4Dd283F0E1738bEeC2Aebe017481b6383Cf1b64D,0.0017747275958341102,35.494551916682205
228,3750,29,0x7Fe5657F89acc4E4592294b0D9120a292479E789,0.0017700075756324238,35.40015151264848
229,3750,27,0xf9e96b3190e5ae39fa8EA07C1E85d79E6e2671aC,0.0017700075756324238,35.40015151264848
230,3720,39,0x41963630B6e1FE317bdeF2C7877F2715451DF136,0.0017558475150273643,35.11695030054729
231,3700,30,0xcca50b150259f60a8980c928e676a383d415872b,0.0017464074746239913,34.928149492479825
232,3660,39,0xfC579d4cc54E68DA2FA3945cFe1a8edcDAc8Cf4d,0.0017275273938172455,34.55054787634491
233,3660,39,0xE16C491c965449A722022b827Ef88954DA8CDcc4,0.0017275273938172455,34.55054787634491
234,3650,30,0x02ad858Edb8f57eC208b505a1C9fDA64bfF06560,0.001722807373615559,34.45614747231118
235,3650,30,0xFE49F9193ef934f403455016A191e208dc2374E8,0.001722807373615559,34.45614747231118
236,3650,17,0x75D8cF165E4Ca0bf8338FBcF70190e27494be18C,0.001722807373615559,34.45614747231118
237,3640,36,0x65DAC8B5D5D31b1150d8a5a5A14Ed0e3A6827da8,0.0017180873534138727,34.36174706827745
238,3630,38,0xAA3a485D1433809230e857982337d1c2fea69Ef1,0.001713367333212186,34.267346664243725
239,3620,37,0xE86d0BB7960F0Abe7F1Ac3092Af6b989B71BDc91,0.0017086473130104997,34.17294626020999
240,3620,42,0x4B82541f3a6fE80EE238b63Aa7dDd5B21015580C,0.0017086473130104997,34.17294626020999
241,3610,21,0x292C344e422D52313a83fEc04b89A388C443B0bf,0.0017039272928088133,34.07854585617626
242,3600,34,0x1fD37Dc62Bc9fbc3e4205a9a91b79bfaa5190afD,0.0016992072726071269,33.984145452142535
243,3600,34,0x3C0D296fC374ac326705fd4E8d0B47C0A54f8E2A,0.0016992072726071269,33.984145452142535
244,3600,34,0xD837a6aA13b9d0D506472E21ecCDF7aCfb7Edd47,0.0016992072726071269,33.984145452142535
245,3580,44,0x8520364A65f1b096e7A1309ABb86B0bB790e421a,0.0016897672322037538,33.79534464407508
246,3560,39,0x9B25081133CA8b9d5cE0b8768334c66C8210495F,0.0016803271918003808,33.60654383600762
247,3560,38,0x0962e19fa8639407e25e43f3cac4f918c2111ff5,0.0016803271918003808,33.60654383600762
248,3550,32,0xF0e96Dad973b2311C013D40c72887d96E6BA93AC,0.0016756071715986944,33.51214343197389
249,3550,30,0x837A9901300312c86884902DB2bFd343A93604Dc,0.0016756071715986944,33.51214343197389
250,3550,29,0x96e1991ebd4b08975cbdca89d09fe7b677af407b,0.0016756071715986944,33.51214343197389
251,3550,34,0xDFF0B884D86Ee40541c25F3dc3F5b35A77BDBAD5,0.0016756071715986944,33.51214343197389
252,3550,27,0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c,0.0016756071715986944,33.51214343197389
